-------------------------------------------------------------------------
data          czas      rozmiar  plik              opis
2017-09-07    23:59      126 kB  AIG002.txt        MetLife Aktywnej Alokacji
2017-09-07    23:59      139 kB  AIG003.txt        MetLife Stabilnego Wzrostu
2017-09-07    23:59      139 kB  AIG004.txt        MetLife Akcji       
2017-09-07    23:59      130 kB  AIG005.txt        MetLife Pieniezny   
2017-09-07    23:59      124 kB  AIG006.txt        MetLife Zrownowazony Nowa Europa
2017-09-07    23:59      102 kB  AIG007.txt        MetLife Akcji Srednich Spolek
2017-09-07    23:59      114 kB  AIG008.txt        MetLife Lokacyjny   
2017-09-07    23:59      114 kB  AIG009.txt        MetLife Obligacji Plus
2017-09-07    23:59      104 kB  AIG010.txt        MetLife Akcji Malych Spolek
2017-09-07    23:59      102 kB  AIG011.txt        MetLife Ochrony Wzrostu
2017-09-07    23:59      105 kB  AIG012.txt        MetLife Akcji Nowa Europa
2017-09-07    23:59      102 kB  AIG013.txt        MetLife Akcji Polskich
2017-09-07    23:59      102 kB  AIG014.txt        MetLife Obligacji Swiatowych
2017-09-07    23:59      106 kB  AIG015.txt        MetLife Akcji Amerykanskich
2017-09-07    23:59      111 kB  AIG016.txt        MetLife Zrownowazony Azjatycki
2017-09-07    23:59       44 kB  AIG017.txt        MetLife Akcji Rynkow Rozwinietych
2017-09-07    23:59       98 kB  AIG018.txt        MetLife Akcji Rynkow Wschodzacych
2017-09-07    23:59      107 kB  AIG019.txt        MetLife Akcji Chinskich i Azjatyckich
2017-09-07    23:59      177 kB  AIP001.txt        AVIVA Depozyt Plus  
2017-09-07    23:59      177 kB  AIP002.txt        AVIVA Obligacji     
2017-09-07    23:59      176 kB  AIP003.txt        AVIVA Polskich Akcji
2017-09-07    23:59      177 kB  AIP004.txt        AVIVA Stabilnego Inwestowania
2017-09-07    23:59      148 kB  AIP005.txt        AVIVA Ochrony Kapitalu Plus
2017-09-07    23:59      139 kB  AIP006.txt        AVIVA Aktywnej Alokacji
2017-09-07    23:59      119 kB  AIP007.txt        AVIVA Zrownowazony  
2017-09-07    23:59      103 kB  AIP008.txt        AVIVA Europejskich Akcji
2017-09-07    23:59      105 kB  AIP009.txt        AVIVA Nowoczesnych Technologii
2017-09-07    23:59      106 kB  AIP010.txt        AVIVA Malych Spolek 
2017-09-07    23:59      106 kB  AIP011.txt        AVIVA Nowych Spolek 
2017-09-07    23:59       83 kB  AIP016.txt        AVIVA Optymalnego Wzrostu
2017-09-07    23:59       71 kB  AIP017.txt        AVIVA Globalnych Akcji
2017-09-07    23:59       66 kB  AIP018.txt        AVIVA Obligacji Dynamiczny
2017-09-07    23:59       66 kB  AIP019.txt        AVIVA Dluznych Papierow Korporacyjnych
2017-09-07    23:59       31 kB  AIP021.txt        AVIVA Obligacji Zamiennych
2017-09-07    23:59       20 kB  AIP099.txt        AVIVA Oszczednosciowy
2017-09-07    23:59      156 kB  ALL001.txt        ALLIANZ Akcji       
2017-09-07    23:59      171 kB  ALL002.txt        ALLIANZ Obligacji Plus
2017-09-07    23:59      130 kB  ALL004.txt        ALLIANZ Aktywnej Alokacji
2017-09-07    23:59      134 kB  ALL005.txt        ALLIANZ Pieniezny   
2017-09-07    23:59      112 kB  ALL012.txt        ALLIANZ MiS Spolek  
2017-09-07    23:59       27 kB  ALL030.txt        ALLIANZ Akcji Rynkow Wschodzacych
2017-09-07    23:59       42 kB  ALL032.txt        ALLIANZ Akcji Globalnych
2017-09-07    23:59       42 kB  ALL034.txt        ALLIANZ Obligacji Globalnych
2017-09-07    23:59       22 kB  ALL035.txt        ALLIANZ Globalny Stabilnego Dochodu
2017-09-07    23:59       19 kB  ALL036.txt        ALLIANZ Defensywna Multistrategia
2017-09-07    23:59       19 kB  ALL037.txt        ALLIANZ Dynamiczna Multistrategia
2017-09-07    23:59       19 kB  ALL038.txt        ALLIANZ Dywidendowy Akcji Europejskich
2017-09-07    23:59       14 kB  ALL039.txt        ALLIANZ Malych Spolek Europejskich
2017-09-07    23:59       14 kB  ALL042.txt        ALLIANZ Pieniezny Globalny
2017-09-07    23:59       14 kB  ALL047.txt        ALLIANZ India Equity
2017-09-07    23:59       14 kB  ALL048.txt        ALLIANZ Global Metals and Mining
2017-09-07    23:59       13 kB  ALL050.txt        ALLIANZ PIMCO Emerging Markets Bond
2017-09-07    23:59       13 kB  ALL054.txt        ALLIANZ PIMCO Emerging Local Bond
2017-09-07    23:59       56 kB  ALT001.txt        ALTUS Absolutnej St. Zwr. Rynku Pol.
2017-09-07    23:59       49 kB  ALT022.txt        ALTUS Stabilnego Wzrostu
2017-09-07    23:59       46 kB  ALT023.txt        ALTUS Aktywnego Zarzadzania
2017-09-07    23:59       43 kB  ALT024.txt        ALTUS Pieniezny     
2017-09-07    23:59       39 kB  ALT920.txt        ALTUS Absolutnej Stopy Zwrotu Nowej Europy
2017-09-07    23:59       39 kB  ALT921.txt        ALTUS Optymalnego Wzrostu
2017-09-07    23:59       56 kB  ALT991.txt        ALTUS Absolutnej St. Zwr. Dluzny
2017-09-07    23:59       56 kB  ALT992.txt        ALTUS Akcji         
2017-09-07    23:59       53 kB  ALT993.txt        ALTUS Short         
2017-09-07    23:59      229 kB  BPH001.txt        BPH Obligacji 2     
2017-09-07    23:59      208 kB  BPH002.txt        BPH Akcji           
2017-09-07    23:59      211 kB  BPH003.txt        BPH Obligacji 1     
2017-09-07    23:59      158 kB  BPH004.txt        BPH Zrownowazony    
2017-09-07    23:59      186 kB  BPH005.txt        BPH Akcji Dynamicznych Spolek
2017-09-07    23:59      175 kB  BPH006.txt        BPH Akcji Rynkow Wschodzacych
2017-09-07    23:59      209 kB  BPH007.txt        BPH Stabilnego Wzrostu
2017-09-07    23:59      214 kB  BPH008.txt        BPH Skarbowy        
2017-09-07    23:59      181 kB  BPH009.txt        BPH Obligacji Korporacyjnych
2017-09-07    23:59      111 kB  BPH022.txt        BPH FIO Strategii Akcyjnej
2017-09-07    23:59       98 kB  BPH023.txt        BPH Globalny Zywnosci i Surowcow
2017-09-07    23:59       96 kB  BPH024.txt        BPH Akcji Globalny  
2017-09-07    23:59       96 kB  BPH025.txt        BPH Selektywny      
2017-09-07    23:59       36 kB  BPH028.txt        BPH Pieniezny       
2017-09-07    23:59       18 kB  BPH033.txt        BPH Dywidendowy     
2017-09-07    23:59       72 kB  BPS001.txt        BPS Pieniezny FIO   
2017-09-07    23:59       72 kB  BPS002.txt        BPS Obligacji FIO   
2017-09-07    23:59       71 kB  BPS003.txt        BPS Stabilnego Wzrostu FIO
2017-09-07    23:59       68 kB  BPS004.txt        BPS Akcji FIO       
2017-09-07    23:59       49 kB  BPS005.txt        BPS Plynnosciowy SFIO
2017-09-07    23:59       49 kB  BPS006.txt        BPS Obligacji Korporacyjnych SFIO
2017-09-07    23:59       55 kB  CAS001.txt        CASPAR Akcji Polskich Kat. A
2017-09-07    23:59       55 kB  CAS002.txt        CASPAR Akcji Europejskich Kat. A
2017-09-07    23:59       52 kB  CAS003.txt        CASPAR Akcji Tureckich Kat. A
2017-09-07    23:59       55 kB  CAS005.txt        CASPAR Ochrony Kapitalu Kat. A
2017-09-07    23:59       19 kB  CAS006.txt        CASPAR Globalny Kat. S
2017-09-07    23:59       33 kB  CAS902.txt        CASPAR Akcji Europejskich Kat. S
2017-09-07    23:59      225 kB  DWS001.txt        INVESTOR Zrownowazony
2017-09-07    23:59      225 kB  DWS002.txt        INVESTOR Obligacji  
2017-09-07    23:59      224 kB  DWS003.txt        INVESTOR Akcji Spolek Dywidendowych
2017-09-07    23:59      220 kB  DWS004.txt        INVESTOR Akcji      
2017-09-07    23:59      204 kB  DWS005.txt        INVESTOR Plynna Lokata
2017-09-07    23:59      187 kB  DWS006.txt        INVESTOR Zabezp. Emerytalnego
2017-09-07    23:59      170 kB  DWS011.txt        INVESTOR Top 25 Malych Spolek
2017-09-07    23:59      113 kB  DWS016.txt        INVESTOR Top 50 MiS Spolek
2017-09-07    23:59       97 kB  DWS019.txt        INVESTOR BRIC       
2017-09-07    23:59       89 kB  DWS020.txt        INVESTOR Sektora Nier. i Budown.
2017-09-07    23:59       96 kB  DWS022.txt        INVESTOR Nowych Technologii
2017-09-07    23:59      105 kB  DWS024.txt        INVESTOR Gotowkowy  
2017-09-07    23:59       97 kB  DWS025.txt        INVESTOR Gold Otwarty
2017-09-07    23:59       97 kB  DWS026.txt        INVESTOR Niemcy     
2017-09-07    23:59       97 kB  DWS027.txt        INVESTOR Rosja      
2017-09-07    23:59       97 kB  DWS028.txt        INVESTOR Turcja     
2017-09-07    23:59       97 kB  DWS029.txt        INVESTOR Indie i Chiny
2017-09-07    23:59       97 kB  DWS031.txt        INVESTOR Ameryka Lacinska
2017-09-07    23:59       28 kB  DWS034.txt        INVESTOR Obligacji Korporacyjnych
2017-09-07    23:59       26 kB  DWS035.txt        INVESTOR Obligacji Rynkow Wschodzacych Plus
2017-09-07    23:59       27 kB  DWS036.txt        INVESTOR Akcji Spolek Wzrostowych
2017-09-07    23:59       26 kB  DWS037.txt        INVESTOR Bezpiecznego Wzrostu
2017-09-07    23:59       26 kB  DWS038.txt        INVESTOR Akcji Rynkow Wschodzacych
2017-09-07    23:59       56 kB  EQU001.txt        EQUES Akcji         
2017-09-07    23:59       55 kB  EQU002.txt        EQUES Aktywnej Alokacji
2017-09-07    23:59       56 kB  EQU003.txt        EQUES Obligacji     
2017-09-07    23:59       56 kB  EQU004.txt        EQUES Pieniezny     
2017-09-07    23:59      213 kB  ING001.txt        NN Akcji            
2017-09-07    23:59      213 kB  ING002.txt        NN Zrownowazony     
2017-09-07    23:59      192 kB  ING003.txt        NN Stabilnego Wzrostu
2017-09-07    23:59      208 kB  ING004.txt        NN Gotowkowy        
2017-09-07    23:59      208 kB  ING005.txt        NN Obligacji        
2017-09-07    23:59      118 kB  ING006.txt        NN Srednich i Malych Spolek
2017-09-07    23:59      106 kB  ING022.txt        NN Akcji Srodkowoeuropejskich
2017-09-07    23:59      105 kB  ING024.txt        NN Lokacyjny Plus   
2017-09-07    23:59       87 kB  ING025.txt        NN Globalny Spolek Dywidendowych
2017-09-07    23:59       87 kB  ING026.txt        NN Spolek Dywidendowych USA
2017-09-07    23:59       86 kB  ING027.txt        NN Europejski Spolek Dywidendowych
2017-09-07    23:59       85 kB  ING033.txt        NN Japonia          
2017-09-07    23:59       86 kB  ING034.txt        NN Nowej Azji       
2017-09-07    23:59       83 kB  ING035.txt        NN Spolek Dywidendowych Rynkow Wschodzacych
2017-09-07    23:59       81 kB  ING036.txt        NN Ameryki Lacinskiej
2017-09-07    23:59       87 kB  ING038.txt        NN Globalny Dlugu Korporacyjnego
2017-09-07    23:59       80 kB  ING042.txt        NN Dynamiczny Globalnej Alokacji
2017-09-07    23:59       70 kB  ING043.txt        NN Depozytowy       
2017-09-07    23:59       62 kB  ING044.txt        NN Obligacji Rynkow Wschodzacych (Waluta Lokalna)
2017-09-07    23:59       55 kB  ING051.txt        NN Obligacyjny Globalnej Alokacji
2017-09-07    23:59       40 kB  ING052.txt        NN Stabilny Globalnej Alokacji
2017-09-07    23:59      174 kB  KBC001.txt        KBC Aktywny         
2017-09-07    23:59      174 kB  KBC003.txt        KBC Pieniezny       
2017-09-07    23:59      181 kB  KBC004.txt        KBC Stabilny        
2017-09-07    23:59      181 kB  KBC005.txt        KBC Papierow Dluznych
2017-09-07    23:59      115 kB  KBC026.txt        KBC Akcyjny         
2017-09-07    23:59      105 kB  KBC035.txt        KBC Akcji Malych i Srednich Sp. FIO
2017-09-07    23:59       73 kB  KBC064.txt        KBC Globalny Akcyjny
2017-09-07    23:59       72 kB  KBC065.txt        KBC Obligacji Korporacyjnych
2017-09-07    23:59       61 kB  KBC070.txt        KBC Globalny Obligacyjny
2017-09-07    23:59      180 kB  MIL001.txt        MILLENNIUM Akcji    
2017-09-07    23:59      180 kB  MIL003.txt        MILLENNIUM Cyklu Koniunkturalnego
2017-09-07    23:59      180 kB  MIL004.txt        MILLENNIUM Depozytowy
2017-09-07    23:59      156 kB  MIL006.txt        MILLENNIUM Stabilnego Wzrostu
2017-09-07    23:59      111 kB  MIL017.txt        MILLENNIUM Dynamicznych Spolek
2017-09-07    23:59      101 kB  MIL019.txt        MILLENNIUM Absolute Return
2017-09-07    23:59      104 kB  MIL020.txt        MILLENNIUM Obligacji Korporacyjnych
2017-09-07    23:59      102 kB  MIL021.txt        MILLENNIUM Globalny Akcji
2017-09-07    23:59      104 kB  MIL022.txt        MILLENNIUM Globalny Stabilnego Wzrostu
2017-09-07    23:59      103 kB  MIL023.txt        MILLENNIUM Globalny Strategii Alternatywnych
2017-09-07    23:59      124 kB  NOB001.txt        NOBLE FUND Pieniezny
2017-09-07    23:59      122 kB  NOB002.txt        NOBLE FUND Mieszany 
2017-09-07    23:59      122 kB  NOB003.txt        NOBLE FUND Akcji    
2017-09-07    23:59      107 kB  NOB004.txt        NOBLE FUND Akcji Malych i Srednich Spolek
2017-09-07    23:59      109 kB  NOB005.txt        NOBLE FUND Stab. Wzrostu Plus
2017-09-07    23:59      104 kB  NOB006.txt        NOBLE FUND Timingowy
2017-09-07    23:59       97 kB  NOB007.txt        NOBLE FUND Global Return
2017-09-07    23:59       73 kB  NOB010.txt        NOBLE FUND Africa and Frontier
2017-09-07    23:59       38 kB  NOB018.txt        NOBLE FUND Obligacji
2017-09-07    23:59       54 kB  OFT001.txt        OPEN Akcji          
2017-09-07    23:59       51 kB  OFT002.txt        OPEN MiS Spolek     
2017-09-07    23:59       53 kB  OFT003.txt        OPEN Aktywnej Alokacji
2017-09-07    23:59       55 kB  OFT004.txt        OPEN Obligacji      
2017-09-07    23:59       55 kB  OFT005.txt        OPEN Pieniezny      
2017-09-07    23:59       55 kB  OFT006.txt        OPEN Stabilnego Wzrostu
2017-09-07    23:59      224 kB  PKO001.txt        PKO Zrownowazony    
2017-09-07    23:59      219 kB  PKO002.txt        PKO Stabilnego Wzrostu
2017-09-07    23:59      206 kB  PKO005.txt        PKO Skarbowy        
2017-09-07    23:59      131 kB  PKO008.txt        PKO Akcji Nowa Europa
2017-09-07    23:59      135 kB  PKO014.txt        PKO Obligacji Dlugoterminowych
2017-09-07    23:59      129 kB  PKO015.txt        PKO Akcji MiS Spolek
2017-09-07    23:59      110 kB  PKO020.txt        PKO Strategicznej Alokacji
2017-09-07    23:59      109 kB  PKO021.txt        PKO Akcji Plus      
2017-09-07    23:59      118 kB  PKO024.txt        PKO Papierow Dluznych Plus
2017-09-07    23:59       82 kB  PKO026.txt        PKO Surowcow Globalny
2017-09-07    23:59       85 kB  PKO027.txt        PKO Technologii i Innowacji Globalny
2017-09-07    23:59       85 kB  PKO028.txt        PKO Dobr Luksusowych Globalny
2017-09-07    23:59       79 kB  PKO029.txt        PKO Infrastruktury i Budownictwa Globalny
2017-09-07    23:59       10 kB  PKO057.txt        PKO Medycyny i Demografii Globalny
2017-09-07    23:59       27 kB  PKO097.txt        PKO Akcji Dywidendowych Globalny
2017-09-07    23:59       42 kB  PKO098.txt        PKO Akcji Rynku Europejskiego
2017-09-07    23:59       26 kB  PKO909.txt        PKO Akcji Rynku Zlota
2017-09-07    23:59       27 kB  PKO910.txt        PKO Papierow Dluznych USD
2017-09-07    23:59       25 kB  PKO913.txt        PKO Akcji Rynku Azji i Pacyfiku
2017-09-07    23:59       25 kB  PKO918.txt        PKO Akcji Rynku Amerykanskiego
2017-09-07    23:59       25 kB  PKO919.txt        PKO Akcji Rynku Japonskiego
2017-09-07    23:59       24 kB  PKO925.txt        PKO Akcji Rynkow Wschodzacych
2017-09-07    23:59      109 kB  QRS001.txt        QUERCUS Ochrony Kapitalu
2017-09-07    23:59      107 kB  QRS002.txt        QUERCUS Selektywny  
2017-09-07    23:59      107 kB  QRS003.txt        QUERCUS Agresywny   
2017-09-07    23:59      106 kB  QRS004.txt        QUERCUS Turcja      
2017-09-07    23:59       78 kB  QRS005.txt        QUERCUS Rosja       
2017-09-07    23:59       78 kB  QRS006.txt        QUERCUS lev         
2017-09-07    23:59       77 kB  QRS007.txt        QUERCUS short       
2017-09-07    23:59       57 kB  QRS010.txt        QUERCUS Gold        
2017-09-07    23:59       44 kB  QRS018.txt        QUERCUS Stabilny    
2017-09-07    23:59        3 kB  QRS021.txt        QUERCUS Global Growth
2017-09-07    23:59      216 kB  SKA001.txt        SKARBIEC Obligacja  
2017-09-07    23:59      228 kB  SKA002.txt        SKARBIEC Depozytowy 
2017-09-07    23:59      218 kB  SKA003.txt        SKARBIEC Rynkow Wschodzacych
2017-09-07    23:59      195 kB  SKA004.txt        SKARBIEC III Filar  
2017-09-07    23:59      233 kB  SKA005.txt        SKARBIEC Kasa       
2017-09-07    23:59      232 kB  SKA006.txt        SKARBIEC Waga       
2017-09-07    23:59      229 kB  SKA007.txt        SKARBIEC Akcja      
2017-09-07    23:59      182 kB  SKA008.txt        SKARBIEC Rynkow Rozwinietych
2017-09-07    23:59      144 kB  SKA017.txt        SKARBIEC Top Funduszy Akcji SFIO
2017-09-07    23:59      145 kB  SKA018.txt        SKARBIEC Top Fund. Stab. SFIO
2017-09-07    23:59      122 kB  SKA024.txt        SKARBIEC Market Opportunities
2017-09-07    23:59      108 kB  SKA027.txt        SKARBIEC Spolek Wzrostowych
2017-09-07    23:59      107 kB  SKA028.txt        SKARBIEC Malych i Srednich Spolek
2017-09-07    23:59      111 kB  SKA031.txt        SKARBIEC Globalny Malych i Srednich Spolek
2017-09-07    23:59      106 kB  SKA033.txt        SKARBIEC Rynkow Surowcowych
2017-09-07    23:59      102 kB  SKA034.txt        SKARBIEC Top Brands 
2017-09-07    23:59       71 kB  SKA042.txt        SKARBIEC Lokacyjny  
2017-09-07    23:59       52 kB  SKA049.txt        SKARBIEC Market Neutral
2017-09-07    23:59       42 kB  SKA054.txt        SKARBIEC JPMorgan Emerging Markets Opportunities
2017-09-07    23:59       42 kB  SKA055.txt        SKARBIEC JPMorgan Global High Yield Bond
2017-09-07    23:59       42 kB  SKA056.txt        SKARBIEC JPMorgan Global Strategic Bond
2017-09-07    23:59       42 kB  SKA057.txt        SKARBIEC JPMorgan Highbridge US STEEP
2017-09-07    23:59       21 kB  SKA063.txt        SKARBIEC Obligacji Globalnych
2017-09-07    23:59       15 kB  SKA070.txt        SKARBIEC JPMorgan Europe Strategic Dividend Fund Polska
2017-09-07    23:59       15 kB  SKA071.txt        SKARBIEC JPMorgan Global Healthcare Fund Polska
2017-09-07    23:59       15 kB  SKA072.txt        SKARBIEC JPMorgan Global Income Fund Polska
2017-09-07    23:59       15 kB  SKA073.txt        SKARBIEC JPMorgan Global Macro Opportunities Fund Polska
2017-09-07    23:59       81 kB  SUP001.txt        SUPERFUND SFIO RED  
2017-09-07    23:59       82 kB  SUP002.txt        SUPERFUND SFIO Green
2017-09-07    23:59       81 kB  SUP003.txt        SUPERFUND SFIO Blue 
2017-09-07    23:59       68 kB  SUP004.txt        SUPERFUND Trend Plus Powiazany SFIO
2017-09-07    23:59       71 kB  SUP006.txt        SUPERFUND Akcji     
2017-09-07    23:59       77 kB  SUP007.txt        SUPERFUND SFIO Plynnosciowy
2017-09-07    23:59       72 kB  SUP008.txt        SUPERFUND GoldFuture
2017-09-07    23:59       41 kB  SUP009.txt        SUPERFUND Akcyjny   
2017-09-07    23:59       43 kB  SUP010.txt        SUPERFUND Obligacyjny
2017-09-07    23:59       43 kB  SUP011.txt        SUPERFUND Pieniezny 
2017-09-07    23:59       42 kB  SUP012.txt        SUPERFUND Alternatywny
2017-09-06    23:59       20 kB  AGI001.txt        AGIO Globalny       
2017-09-06    23:59       21 kB  AGI002.txt        AGIO Kapital        
2017-09-06    23:59       15 kB  AGI003.txt        AGIO Agresywny Spolek Wzrostowych
2017-09-06    23:59      156 kB  ALL003.txt        ALLIANZ Stabilnego Wzrostu
2017-09-06    23:59      132 kB  ALL006.txt        ALLIANZ Polskich Obligacji Skarbowych
2017-09-06    23:59      106 kB  ALL014.txt        ALLIANZ Selektywny  
2017-09-06    23:59       40 kB  ALL033.txt        ALLIANZ Surowcow i Energii
2017-09-06    23:59       19 kB  ALL040.txt        ALLIANZ Zbalansowana Multistrategia
2017-09-06    23:59       14 kB  ALL045.txt        ALLIANZ PIMCO Global Low Duration Real Return
2017-09-06    23:59       14 kB  ALL046.txt        ALLIANZ US Short Duration High Income Bond
2017-09-06    23:59       13 kB  ALL049.txt        ALLIANZ PIMCO Income
2017-09-06    23:59       13 kB  ALL051.txt        ALLIANZ PIMCO Global Bond
2017-09-06    23:59       13 kB  ALL052.txt        ALLIANZ PIMCO Global High Yield Bond
2017-09-06    23:59       13 kB  ALL053.txt        ALLIANZ PIMCO Global Investment Grade Credit
2017-09-06    23:59       82 kB  IPO054.txt        IPOPEMA m-INDEKS kat. A
2017-09-06    23:59       65 kB  IPO062.txt        IPOPEMA Akcji kat. A
2017-09-06    23:59       66 kB  IPO063.txt        IPOPEMA Makro Alokacji kat. A
2017-09-06    23:59       66 kB  IPO064.txt        IPOPEMA Obligacji kat. A
2017-09-06    23:59       54 kB  IPO082.txt        IPOPEMA Gotowkowy kat. A
2017-09-06    23:59       51 kB  IPO083.txt        IPOPEMA MiS Spolek kat. A
2017-09-06    23:59       45 kB  IPO084.txt        IPOPEMA Short Equity kat. A
2017-09-06    23:59       22 kB  IPO099.txt        IPOPEMA Globalnych Megatrendow kat. A
2017-09-06    23:59       26 kB  IPO145.txt        IPOPEMA Dluzny kat. A
2017-09-06    23:59       26 kB  IPO945.txt        IPOPEMA Dluzny kat. B
2017-09-06    23:59       79 kB  IPO954.txt        IPOPEMA m-INDEKS kat. B
2017-09-06    23:59       63 kB  IPO962.txt        IPOPEMA Akcji kat. B
2017-09-06    23:59       63 kB  IPO963.txt        IPOPEMA Makro Alokacji kat. B
2017-09-06    23:59       66 kB  IPO964.txt        IPOPEMA Obligacji kat. B
2017-09-06    23:59       54 kB  IPO982.txt        IPOPEMA Gotowkowy kat. B
2017-09-06    23:59       51 kB  IPO983.txt        IPOPEMA MiS Spolek kat. B
2017-09-06    23:59       44 kB  IPO984.txt        IPOPEMA Short Equity kat. B
2017-09-06    23:59       22 kB  IPO999.txt        IPOPEMA Globalnych Megatrendow kat. B
2017-09-06    23:59      195 kB  PZU001.txt        PZU Akcji Krakowiak 
2017-09-06    23:59      199 kB  PZU002.txt        PZU Stabilnego Wzrostu Mazurek
2017-09-06    23:59      196 kB  PZU003.txt        PZU Papierow Dluznych Polonez
2017-09-06    23:59      128 kB  PZU004.txt        PZU Gotowkowy       
2017-09-06    23:59      123 kB  PZU005.txt        PZU Zrownowazony    
2017-09-06    23:59      123 kB  PZU006.txt        PZU Akcji Nowa Europa
2017-09-06    23:59      114 kB  PZU007.txt        PZU FIO Ochrony Majatku
2017-09-06    23:59      114 kB  PZU008.txt        PZU Akcji Malych i Srednich Spolek
2017-09-06    23:59      122 kB  PZU009.txt        PZU Akcji Rynkow Rozwinietych
2017-09-06    23:59      121 kB  PZU010.txt        PZU Akcji Rynkow Wschodzacych
2017-09-06    23:59      116 kB  PZU011.txt        PZU Akcji Spolek Dywidendowych
2017-09-06    23:59      121 kB  PZU012.txt        PZU Dluzny Rynkow Wschodzacych
2017-09-06    23:59      102 kB  PZU014.txt        PZU Energia Medycyna Ekologia
2017-09-06    23:59       95 kB  PZU016.txt        PZU Sejf+           
2017-09-06    23:59       14 kB  PZU030.txt        PZU Globalny Obligacji Korporacyjnych
2017-09-06    23:59       11 kB  PZU031.txt        PZU Telekomunikacja Media Technologia
2017-09-06    23:59        9 kB  PZU032.txt        PZU Dluzny Aktywny  
2017-08-31    23:59       70 kB  KBC068.txt        KBC Delta           
2017-08-31    23:59       13 kB  KBC077.txt        KBC Sigma Obligacji Plus
2017-08-31    23:59      154 kB  PKO006.txt        PKO Rynku Pienieznego
2017-08-30    23:59      151 kB  KBC011.txt        KBC Gamma           
2017-08-14    23:59       25 kB  UI_038.txt        UniAbsolute Return Uniwersalny
2017-07-26    23:59        2 kB  QRS999.txt        QUERCUS Global Growth
2017-07-17    23:59       12 kB  ALL043.txt        ALLIANZ Europe Equity Growth Select
2017-07-17    23:59       13 kB  ALL044.txt        ALLIANZ Flexi Asia Bond
2017-05-25    23:59       28 kB  UI_034.txt        UNIStrategie Dynamiczny
2017-01-03    23:59       23 kB  UI_035.txt        UNIObligacje Zamienne
2016-11-03    23:59        1 kB  PKO099.txt        PKO Medycyny i Demografii Globalny
2016-06-23    23:59      106 kB  ING018.txt        NN Selektywny       
2015-10-22    23:59       96 kB  ING019.txt        NN Srodkowoeuropejski Budownictwa i Nieruchomosci
-------------------------------------------------------------------------
                       31142 kB 334 plikow
